Date,Ticker,Daily Return,Cumulative Return
2021-04-16,JPM,0.007426,0.671321
2021-04-19,JPM,-0.00424,0.664235
2021-04-20,JPM,-0.022142,0.627384
2021-04-21,JPM,0.008508,0.64123
2021-04-22,JPM,-0.021057,0.60667
2021-04-23,JPM,0.019135,0.637415
2021-04-26,JPM,0.002464,0.641449
2021-04-27,JPM,0.004583,0.648971
2021-04-28,JPM,0.006479,0.659655
2021-04-29,JPM,0.019445,0.691927
2021-04-30,JPM,-0.008893,0.676881
2021-05-03,JPM,-0.002925,0.671975
2021-05-04,JPM,0.013823,0.695088
2021-05-05,JPM,0.013121,0.717328
2021-05-06,JPM,0.020124,0.751889
2021-05-07,JPM,0.003423,0.757885
2021-05-10,JPM,-0.000124,0.757667
2021-05-11,JPM,-0.016623,0.728449
2021-05-12,JPM,-0.006875,0.716566
2021-05-13,JPM,0.025722,0.760719
2021-05-14,JPM,0.015542,0.788084
2021-05-17,JPM,0.004024,0.79528
2021-05-18,JPM,-0.014089,0.769987
2021-05-19,JPM,-0.007638,0.756468
2021-05-20,JPM,-0.001738,0.753415
2021-05-21,JPM,0.011378,0.773366
2021-05-24,JPM,0.00541,0.78296
2021-05-25,JPM,-0.010334,0.764536
2021-05-26,JPM,-0.000124,0.764317
2021-05-27,JPM,0.015572,0.791791
2021-05-28,JPM,-0.00067,0.790592
2021-06-01,JPM,0.01102,0.810325
2021-06-02,JPM,6e-05,0.810434
2021-06-03,JPM,0.000662,0.811633
2021-06-04,JPM,0.001625,0.814576
2021-06-07,JPM,-0.004686,0.806073
2021-06-08,JPM,-0.003984,0.798878
2021-06-09,JPM,-0.012485,0.776419
2021-06-10,JPM,-0.015589,0.748727
2021-06-11,JPM,-0.000685,0.747528
2021-06-14,JPM,-0.016969,0.717874
2021-06-15,JPM,-0.015168,0.691817
2021-06-16,JPM,0.007024,0.703701
2021-06-17,JPM,-0.028861,0.654531
2021-06-18,JPM,-0.025303,0.612667
2021-06-21,JPM,0.016969,0.640032
2021-06-22,JPM,-0.001463,0.637633
2021-06-23,JPM,0.006058,0.647554
2021-06-24,JPM,0.009198,0.662708
2021-06-25,JPM,0.010098,0.679497
2021-06-28,JPM,0.001818,0.68255
2021-06-29,JPM,-0.001231,0.680479
2021-06-30,JPM,0.009083,0.695742
2021-07-01,JPM,0.009901,0.712531
2021-07-02,JPM,-0.00096,0.710887
2021-07-06,JPM,-0.016792,0.682158
2021-07-07,JPM,0.001173,0.684132
2021-07-08,JPM,-0.017254,0.655074
2021-07-09,JPM,0.031999,0.708036
2021-07-12,JPM,0.014316,0.732488
2021-07-13,JPM,-0.014873,0.70672
2021-07-14,JPM,-0.003405,0.700909
2021-07-15,JPM,0.002192,0.704636
2021-07-16,JPM,-0.022835,0.665711
2021-07-19,JPM,-0.032519,0.611543
2021-07-20,JPM,0.018643,0.641587
2021-07-21,JPM,0.02104,0.676127
2021-07-22,JPM,-0.012626,0.654964
2021-07-23,JPM,-0.001921,0.651784
2021-07-26,JPM,0.006705,0.662859
2021-07-27,JPM,-0.001319,0.660666
2021-07-28,JPM,0.001651,0.663408
2021-07-29,JPM,0.008569,0.677662
2021-07-30,JPM,-0.007974,0.664285
2021-08-02,JPM,-0.004019,0.657596
2021-08-03,JPM,0.011378,0.676456
2021-08-04,JPM,-0.010792,0.658364
2021-08-05,JPM,0.012629,0.679307
2021-08-06,JPM,0.028404,0.727006
2021-08-09,JPM,-0.001079,0.725142
2021-08-10,JPM,0.012267,0.746304
2021-08-11,JPM,0.01193,0.767138
2021-08-12,JPM,0.003909,0.774046
2021-08-13,JPM,-0.011187,0.754199
2021-08-16,JPM,-0.006563,0.742686
2021-08-17,JPM,-0.012081,0.721632
2021-08-18,JPM,-0.009108,0.705952
2021-08-19,JPM,-0.008356,0.691698
2021-08-20,JPM,0.002852,0.696522
2021-08-23,JPM,0.012798,0.718234
2021-08-24,JPM,0.00619,0.72887
2021-08-25,JPM,0.020612,0.764506
2021-08-26,JPM,0.005158,0.773607
2021-08-27,JPM,0.008037,0.787862
2021-08-30,JPM,-0.016007,0.759243
2021-08-31,JPM,-0.003054,0.75387
2021-09-01,JPM,-0.001438,0.751348
2021-09-02,JPM,0.004633,0.759463
2021-09-03,JPM,-0.006045,0.748826
2021-09-07,JPM,-0.001756,0.745756
2021-09-08,JPM,-0.004459,0.73797
2021-09-09,JPM,0.004353,0.745536
2021-09-10,JPM,-0.011496,0.72547
2021-09-13,JPM,0.015887,0.752883
2021-09-14,JPM,-0.017453,0.722291
2021-09-15,JPM,0.006939,0.734242
2021-09-16,JPM,-0.000443,0.733475
2021-09-17,JPM,-0.002594,0.728979
2021-09-20,JPM,-0.029934,0.677224
2021-09-21,JPM,0.000131,0.677443
2021-09-22,JPM,0.019153,0.709571
2021-09-23,JPM,0.033802,0.767357
2021-09-24,JPM,0.01154,0.787752
2021-09-27,JPM,0.024166,0.830955
2021-09-28,JPM,-0.00539,0.821086
2021-09-29,JPM,-0.000783,0.819661
2021-09-30,JPM,-0.013619,0.794879
2021-10-01,JPM,0.021015,0.832599
2021-10-04,JPM,-0.001077,0.830626
2021-10-05,JPM,0.01633,0.86052
2021-10-06,JPM,0.002134,0.864492
2021-10-07,JPM,0.006331,0.876295
2021-10-08,JPM,0.000764,0.877728
2021-10-11,JPM,-0.021031,0.838238
2021-10-12,JPM,-0.007681,0.824118
2021-10-13,JPM,-0.026367,0.776021
2021-10-14,JPM,0.015342,0.803268
2021-10-15,JPM,0.019209,0.837907
2021-10-18,JPM,-0.00036,0.837245
2021-10-19,JPM,0.012128,0.859527
2021-10-20,JPM,0.013466,0.884568
2021-10-21,JPM,-0.007843,0.869786
2021-10-22,JPM,0.013451,0.894937
2021-10-25,JPM,-0.00489,0.885671
2021-10-26,JPM,0.002691,0.890746
2021-10-27,JPM,-0.020828,0.851364
2021-10-28,JPM,0.015075,0.879273
2021-10-29,JPM,-0.002759,0.874089
2021-11-01,JPM,-0.00053,0.873096
2021-11-02,JPM,0.003946,0.880487
2021-11-03,JPM,0.000352,0.881149
2021-11-04,JPM,-0.013136,0.856439
2021-11-05,JPM,-0.001426,0.853791
2021-11-08,JPM,0.00601,0.864932
2021-11-09,JPM,-0.007571,0.850813
2021-11-10,JPM,-0.000954,0.849047
2021-11-11,JPM,-5.9e-05,0.848938
2021-11-12,JPM,-0.004475,0.840664
2021-11-15,JPM,-0.001798,0.837355
2021-11-16,JPM,-0.007204,0.824118
2021-11-17,JPM,-0.005382,0.814299
2021-11-18,JPM,-0.008634,0.798635
2021-11-19,JPM,-0.013064,0.775139
2021-11-22,JPM,0.021315,0.812976
2021-11-23,JPM,0.023912,0.856328
2021-11-24,JPM,-0.007844,0.841768
2021-11-26,JPM,-0.030127,0.78628
2021-11-29,JPM,-0.004323,0.778558
2021-11-30,JPM,-0.014885,0.752084
2021-12-01,JPM,-0.005918,0.741714
2021-12-02,JPM,0.021027,0.778338
2021-12-03,JPM,-0.018113,0.746127
2021-12-06,JPM,0.011814,0.766755
2021-12-07,JPM,0.015048,0.793341
2021-12-08,JPM,-0.011441,0.772823
2021-12-09,JPM,-0.001555,0.770065
2021-12-10,JPM,-0.003989,0.763005
2021-12-13,JPM,-0.011888,0.742045
2021-12-14,JPM,0.007662,0.755393
2021-12-15,JPM,-0.007478,0.742266
2021-12-16,JPM,0.015638,0.769513
2021-12-17,JPM,-0.022754,0.729249
2021-12-20,JPM,-0.017989,0.698141
2021-12-21,JPM,0.013967,0.721859
2021-12-22,JPM,0.003908,0.728588
2021-12-23,JPM,0.003573,0.734764
2021-12-27,JPM,0.005723,0.744693
2021-12-28,JPM,0.003035,0.749987
2021-12-29,JPM,-0.000504,0.749106
2021-12-30,JPM,-0.000505,0.748223
2021-12-31,JPM,-0.00082,0.746789
2022-01-03,JPM,0.021156,0.783743
2022-01-04,JPM,0.037909,0.851364
2022-01-05,JPM,-0.018282,0.817517
2022-01-06,JPM,0.010624,0.836827
2022-01-07,JPM,0.009908,0.855026
2022-01-10,JPM,0.000957,0.856802
2022-01-11,JPM,0.001016,0.858689
2022-01-12,JPM,0.005672,0.869231
2022-01-13,JPM,-0.001247,0.866901
2022-01-14,JPM,-0.061463,0.752155
2022-01-18,JPM,-0.041928,0.67869
2022-01-19,JPM,-0.015469,0.652722
2022-01-20,JPM,-0.008527,0.638629
2022-01-21,JPM,-0.017473,0.609998
2022-01-24,JPM,-0.000896,0.608555
2022-01-25,JPM,0.010901,0.626089
2022-01-26,JPM,0.009486,0.641514
2022-01-27,JPM,-0.017645,0.61255
2022-01-28,JPM,0.008946,0.626977
2022-01-31,JPM,0.013573,0.64906
2022-02-01,JPM,0.01716,0.677358
2022-02-02,JPM,-0.008005,0.663931
2022-02-03,JPM,-0.00827,0.65017
2022-02-04,JPM,0.025959,0.693006
2022-02-07,JPM,0.003343,0.698665
2022-02-08,JPM,0.018815,0.730626
2022-02-09,JPM,0.004168,0.737839
2022-02-10,JPM,-0.004151,0.730626
2022-02-11,JPM,-0.013018,0.708098
2022-02-14,JPM,-0.00929,0.692229
2022-02-15,JPM,0.014624,0.716976
2022-02-16,JPM,0.00181,0.720083
2022-02-17,JPM,-0.023032,0.680466
2022-02-18,JPM,0.004689,0.688345
2022-02-22,JPM,-0.001775,0.685349
2022-02-23,JPM,-0.020939,0.650059
2022-02-24,JPM,-0.027843,0.604117
2022-02-25,JPM,0.023659,0.642069
2022-02-28,JPM,-0.041697,0.573599
2022-03-01,JPM,-0.037729,0.514228
2022-03-02,JPM,0.02074,0.545634
2022-03-03,JPM,-0.007108,0.534647
2022-03-04,JPM,-0.028129,0.491478
2022-03-07,JPM,-0.038616,0.433884
2022-03-08,JPM,-0.007043,0.423785
2022-03-09,JPM,0.040062,0.480825
2022-03-10,JPM,-0.01184,0.463291
2022-03-11,JPM,-0.022524,0.430332
2022-03-14,JPM,0.009931,0.444537
2022-03-15,JPM,0.017746,0.470172
2022-03-16,JPM,0.044686,0.535868
2022-03-17,JPM,0.012645,0.555288
2022-03-18,JPM,-0.000357,0.554733
2022-03-21,JPM,-0.003212,0.549739
2022-03-22,JPM,0.021267,0.582698
2022-03-23,JPM,-0.019913,0.551182
2022-03-24,JPM,0.00651,0.561281
2022-03-25,JPM,0.008742,0.57493
2022-03-28,JPM,-0.007399,0.563278
2022-03-29,JPM,0.002201,0.566718
2022-03-30,JPM,-0.004533,0.559616
2022-03-31,JPM,-0.030027,0.512786
2022-04-01,JPM,-0.007409,0.501577
2022-04-04,JPM,0.004434,0.508236
2022-04-05,JPM,-0.011637,0.490684
2022-04-06,JPM,-0.013874,0.470002
2022-04-07,JPM,-0.003042,0.46553
2022-04-08,JPM,0.018308,0.492361
2022-04-11,JPM,-0.00367,0.486883
2022-04-12,JPM,-0.010978,0.47056
2022-04-13,JPM,-0.032234,0.423159
2022-04-14,JPM,-0.00927,0.409967
2022-04-18,JPM,0.018554,0.436127
2022-04-19,JPM,0.020707,0.465865
2022-04-20,JPM,0.003508,0.471008
2022-04-21,JPM,-0.007752,0.459604
2022-04-22,JPM,-0.028722,0.417681
2022-04-25,JPM,-0.000315,0.417234
2022-04-26,JPM,-0.029581,0.375311
2022-04-27,JPM,-0.013006,0.357423
2022-04-28,JPM,0.015813,0.378888
2022-04-29,JPM,-0.032268,0.334393
2022-05-02,JPM,0.009132,0.346579
2022-05-03,JPM,0.02142,0.375422
2022-05-04,JPM,0.033081,0.420923
2022-05-05,JPM,-0.02502,0.385372
2022-05-06,JPM,-0.001614,0.383136
2022-05-09,JPM,-0.015034,0.362342
2022-05-10,JPM,-0.024372,0.329139
2022-05-11,JPM,-0.006308,0.320754
2022-05-12,JPM,-0.000846,0.319636
2022-05-13,JPM,0.008895,0.331375
2022-05-16,JPM,-0.006969,0.322096
2022-05-17,JPM,0.033147,0.36592
2022-05-18,JPM,-0.017106,0.342554
2022-05-19,JPM,-0.014822,0.322655
2022-05-20,JPM,-0.008199,0.31181
2022-05-23,JPM,0.061872,0.392974
2022-05-24,JPM,0.014125,0.41265
2022-05-25,JPM,0.006964,0.422488
2022-05-26,JPM,0.01729,0.447083
2022-05-27,JPM,0.014138,0.467542
2022-05-31,JPM,0.007313,0.478274
2022-06-01,JPM,-0.017545,0.452338
2022-06-02,JPM,0.016088,0.475703
2022-06-03,JPM,-0.013939,0.455133
2022-06-06,JPM,-0.003304,0.450325
2022-06-07,JPM,0.002621,0.454127
2022-06-08,JPM,-0.015915,0.430985
2022-06-09,JPM,-0.021016,0.400912
2022-06-10,JPM,-0.045966,0.336518
2022-06-13,JPM,-0.029779,0.296718
2022-06-14,JPM,-0.016639,0.275141
2022-06-15,JPM,0.011836,0.290234
2022-06-16,JPM,-0.017156,0.268099
2022-06-17,JPM,-0.003527,0.263627
2022-06-21,JPM,0.024772,0.294929
2022-06-22,JPM,-0.005612,0.287663
2022-06-23,JPM,-0.010939,0.273576
2022-06-24,JPM,0.029846,0.311587
2022-06-27,JPM,-0.008012,0.301078
2022-06-28,JPM,-0.004812,0.294817
2022-06-29,JPM,-0.00449,0.289004
2022-06-30,JPM,-0.023331,0.258931
2022-07-01,JPM,0.012788,0.27503
2022-07-05,JPM,-0.003804,0.27018
2022-07-06,JPM,-0.006482,0.261947
2022-07-07,JPM,0.025293,0.293865
2022-07-08,JPM,-0.003138,0.289805
2022-07-11,JPM,-0.013116,0.272887
2022-07-12,JPM,0.000975,0.274127
2022-07-13,JPM,-0.009383,0.262172
2022-07-14,JPM,-0.034939,0.218074
2022-07-15,JPM,0.045833,0.273902
2022-07-18,JPM,-0.01027,0.260819
2022-07-19,JPM,0.024778,0.29206
2022-07-20,JPM,-0.000174,0.291835
2022-07-21,JPM,0.00681,0.300632
2022-07-22,JPM,-0.004856,0.294316
2022-07-25,JPM,0.004009,0.299504
2022-07-26,JPM,-0.015622,0.279203
2022-07-27,JPM,0.016046,0.29973
2022-07-28,JPM,-0.003731,0.29488
2022-07-29,JPM,0.004791,0.301083
2022-08-01,JPM,-0.009969,0.288113
2022-08-02,JPM,-0.015585,0.268037
2022-08-03,JPM,0.010495,0.281346
2022-08-04,JPM,-0.011003,0.267248
2022-08-05,JPM,0.03026,0.305594
2022-08-08,JPM,-0.012181,0.289692
2022-08-09,JPM,0.009008,0.301309
2022-08-10,JPM,0.026088,0.335257
2022-08-11,JPM,0.014782,0.354994
2022-08-12,JPM,0.016564,0.377438
2022-08-15,JPM,0.002702,0.38116
2022-08-16,JPM,0.009554,0.394356
2022-08-17,JPM,-0.008412,0.382626
2022-08-18,JPM,-0.007749,0.371912
2022-08-19,JPM,-0.024745,0.337964
2022-08-22,JPM,-0.016522,0.315858
2022-08-23,JPM,-0.009857,0.302888
2022-08-24,JPM,0.002424,0.306046
2022-08-25,JPM,0.023748,0.337061
2022-08-26,JPM,-0.032729,0.293301
2022-08-29,JPM,-0.002442,0.290143
2022-08-30,JPM,0.000175,0.290369
2022-08-31,JPM,-0.005944,0.282699
2022-09-01,JPM,0.006858,0.291497
2022-09-02,JPM,-0.006986,0.282474
2022-09-06,JPM,0.000264,0.282812
2022-09-07,JPM,0.018991,0.307173
2022-09-08,JPM,0.023296,0.337625
2022-09-09,JPM,0.004806,0.344054
2022-09-12,JPM,0.011832,0.359956
2022-09-13,JPM,-0.034749,0.3127
2022-09-14,JPM,-0.00232,0.309655
2022-09-15,JPM,0.01507,0.329392
2022-09-16,JPM,-0.006702,0.320482
2022-09-19,JPM,0.009225,0.332663
2022-09-20,JPM,-0.019719,0.306384
2022-09-21,JPM,-0.028835,0.268714
2022-09-22,JPM,-0.011379,0.254277
2022-09-23,JPM,-0.018614,0.230931
2022-09-26,JPM,-0.021532,0.204427
2022-09-27,JPM,-0.008802,0.193825
2022-09-28,JPM,0.020217,0.217961
2022-09-29,JPM,-0.016946,0.197321
2022-09-30,JPM,-0.015637,0.178599
2022-10-03,JPM,0.030909,0.215028
2022-10-04,JPM,0.046784,0.271872
2022-10-05,JPM,-0.012347,0.256168
2022-10-06,JPM,-0.020382,0.230565
2022-10-07,JPM,-0.019974,0.205985
2022-10-10,JPM,-0.009342,0.194719
2022-10-11,JPM,-0.02886,0.16024
2022-10-12,JPM,0.016183,0.179016
2022-10-13,JPM,0.055593,0.244561
2022-10-14,JPM,0.016641,0.265272
2022-10-17,JPM,0.042,0.318413
2022-10-18,JPM,0.025721,0.352324
2022-10-19,JPM,-0.019606,0.32581
2022-10-20,JPM,-0.003262,0.321486
2022-10-21,JPM,0.052527,0.3909
2022-10-24,JPM,0.001227,0.392607
2022-10-25,JPM,0.002615,0.396248
2022-10-26,JPM,0.011491,0.412293
2022-10-27,JPM,0.003948,0.417869
2022-10-28,JPM,0.011878,0.434711
2022-10-31,JPM,-0.001587,0.432435
2022-11-01,JPM,0.018033,0.458266
2022-11-02,JPM,-0.009208,0.444838
2022-11-03,JPM,0.001812,0.447456
2022-11-04,JPM,0.027358,0.487056
2022-11-07,JPM,0.00528,0.494907
2022-11-08,JPM,0.000609,0.495818
2022-11-09,JPM,-0.013009,0.476359
2022-11-10,JPM,0.041159,0.537125
2022-11-11,JPM,0.001629,0.539629
2022-11-14,JPM,-0.010274,0.523811
2022-11-15,JPM,-0.007244,0.512773
2022-11-16,JPM,0.001354,0.514821
2022-11-17,JPM,-0.004357,0.508221
2022-11-18,JPM,0.009808,0.523014
2022-11-21,JPM,-0.005902,0.514025
2022-11-22,JPM,0.014957,0.53667
2022-11-23,JPM,0.010663,0.553056
2022-11-25,JPM,0.001905,0.556014
2022-11-28,JPM,-0.017478,0.528818
2022-11-29,JPM,0.01645,0.553967
2022-11-30,JPM,0.011863,0.572401
2022-12-01,JPM,-0.01404,0.550325
2022-12-02,JPM,-0.007927,0.538035
2022-12-05,JPM,-0.028041,0.494907
2022-12-06,JPM,0.001675,0.497411
2022-12-07,JPM,-0.000684,0.496387
2022-12-08,JPM,0.010494,0.51209
2022-12-09,JPM,-0.005418,0.503897
2022-12-12,JPM,0.015512,0.527225
2022-12-13,JPM,-0.000969,0.525745
2022-12-14,JPM,-0.004997,0.518122
2022-12-15,JPM,-0.024811,0.480456
2022-12-16,JPM,-0.006226,0.471238
2022-12-19,JPM,0.005956,0.480001
2022-12-20,JPM,0.004844,0.48717
2022-12-21,JPM,0.011248,0.503897
2022-12-22,JPM,-0.01135,0.486828
2022-12-23,JPM,0.004745,0.493883
2022-12-27,JPM,0.003504,0.499118
2022-12-28,JPM,0.005465,0.507311
2022-12-29,JPM,0.005738,0.515959
2022-12-30,JPM,0.006606,0.525973
2023-01-03,JPM,0.007606,0.53758
2023-01-04,JPM,0.009326,0.551919
2023-01-05,JPM,-0.000222,0.551574
2023-01-06,JPM,0.019135,0.581264
2023-01-09,JPM,-0.004132,0.57473
2023-01-10,JPM,0.008954,0.58883
2023-01-11,JPM,0.007431,0.600637
2023-01-12,JPM,-0.001003,0.599033
2023-01-13,JPM,0.025235,0.639384
2023-01-17,JPM,-0.015453,0.61405
2023-01-18,JPM,-0.030043,0.56556
2023-01-19,JPM,-0.013327,0.544696
2023-01-20,JPM,0.002449,0.548479
2023-01-23,JPM,0.016213,0.573584
2023-01-24,JPM,0.008596,0.587111
2023-01-25,JPM,0.004839,0.594791
2023-01-26,JPM,0.006182,0.60465
2023-01-27,JPM,0.002429,0.608548
2023-01-30,JPM,-0.008481,0.594906
2023-01-31,JPM,0.005966,0.60442
2023-02-01,JPM,-0.002644,0.600179
2023-02-02,JPM,-0.004656,0.592728
2023-02-03,JPM,0.015474,0.617374
2023-02-06,JPM,0.005883,0.626889
2023-02-07,JPM,0.01219,0.646721
2023-02-08,JPM,-0.007031,0.635142
2023-02-09,JPM,-0.015564,0.609694
2023-02-10,JPM,0.004415,0.616801
2023-02-13,JPM,0.010848,0.63434
2023-02-14,JPM,0.004419,0.641562
2023-02-15,JPM,0.00419,0.64844
2023-02-16,JPM,-0.013769,0.625743
2023-02-17,JPM,0.002961,0.630557
2023-02-21,JPM,-0.018349,0.600637
2023-02-22,JPM,-0.007663,0.588371
2023-02-23,JPM,0.008011,0.601096
2023-02-24,JPM,0.009021,0.61554
2023-02-27,JPM,0.008728,0.62964
2023-02-28,JPM,0.008371,0.643281
2023-03-01,JPM,-0.005581,0.634111
2023-03-02,JPM,-0.010382,0.617145
2023-03-03,JPM,0.01836,0.646835
2023-03-06,JPM,-0.005847,0.637206
2023-03-07,JPM,-0.029408,0.589059
2023-03-08,JPM,-0.005915,0.579659
2023-03-09,JPM,-0.054136,0.494142
2023-03-10,JPM,0.025395,0.532086
2023-03-13,JPM,-0.017957,0.504574
2023-03-14,JPM,0.025676,0.543206
2023-03-15,JPM,-0.047244,0.470298
2023-03-16,JPM,0.019414,0.498843
2023-03-17,JPM,-0.037782,0.442213
2023-03-20,JPM,0.010572,0.457459
2023-03-21,JPM,0.026821,0.49655
2023-03-22,JPM,-0.025814,0.457918
2023-03-23,JPM,-0.002673,0.454021
2023-03-24,JPM,-0.015216,0.431896
2023-03-27,JPM,0.028661,0.472935
2023-03-28,JPM,0.003035,0.477406
2023-03-29,JPM,0.002017,0.480386
2023-03-30,JPM,-0.00302,0.475916
2023-03-31,JPM,0.012117,0.493799
2023-04-03,JPM,-0.001151,0.492079
2023-04-04,JPM,-0.013368,0.472133
2023-04-05,JPM,0.001491,0.474328
2023-04-06,JPM,-0.001097,0.47271
2023-04-10,JPM,0.003295,0.477563
2023-04-11,JPM,0.004926,0.484841
2023-04-12,JPM,-0.000156,0.48461
2023-04-13,JPM,0.003813,0.490272
2023-04-14,JPM,0.075509,0.602801
2023-04-17,JPM,0.007929,0.61551
2023-04-18,JPM,0.011228,0.633649
2023-04-19,JPM,-0.001273,0.631569
2023-04-20,JPM,-0.002903,0.626833
2023-04-21,JPM,-0.001918,0.623713
2023-04-24,JPM,0.001352,0.625908
2023-04-25,JPM,-0.021744,0.590555
2023-04-26,JPM,-0.017724,0.562364
2023-04-27,JPM,0.013459,0.583392
2023-04-28,JPM,0.008683,0.59714
2023-05-01,JPM,0.021412,0.631339
2023-05-02,JPM,-0.016147,0.604997
2023-05-03,JPM,-0.021163,0.57103
2023-05-04,JPM,-0.013679,0.54954
2023-05-05,JPM,0.019535,0.57981
2023-05-08,JPM,0.002413,0.583623
2023-05-09,JPM,-0.004815,0.575998
2023-05-10,JPM,0.000513,0.576806
2023-05-11,JPM,-0.00315,0.571838
2023-05-12,JPM,-0.014333,0.549309
2023-05-15,JPM,0.008426,0.562364
2023-05-16,JPM,-0.006729,0.551851
2023-05-17,JPM,0.030747,0.599566
2023-05-18,JPM,0.007584,0.611697
2023-05-19,JPM,-0.002294,0.608
2023-05-22,JPM,-0.008262,0.594714
2023-05-23,JPM,-0.010433,0.578077
2023-05-24,JPM,-0.009151,0.563635
2023-05-25,JPM,0.002438,0.567448
2023-05-26,JPM,0.009361,0.582121
2023-05-30,JPM,0.003798,0.588129
2023-05-31,JPM,-0.012731,0.56791
2023-06-01,JPM,0.01378,0.589515
2023-06-02,JPM,0.021006,0.622905
2023-06-05,JPM,-0.009824,0.606961
2023-06-06,JPM,0.001797,0.609849
2023-06-07,JPM,0.009688,0.625446
2023-06-08,JPM,0.000285,0.625908
2023-06-09,JPM,0.00199,0.629143
2023-06-12,JPM,-7.1e-05,0.629028
2023-06-13,JPM,0.007234,0.640812
2023-06-14,JPM,-0.003732,0.634689
2023-06-15,JPM,0.011308,0.653174
2023-06-16,JPM,0.001188,0.655138
2023-06-20,JPM,-0.005095,0.646704
2023-06-21,JPM,-0.001473,0.644278
2023-06-22,JPM,-0.019252,0.612622
2023-06-23,JPM,-0.00523,0.604188
2023-06-26,JPM,0.002449,0.608116
2023-06-27,JPM,7.2e-05,0.608231
2023-06-28,JPM,-0.004382,0.601184
2023-06-29,JPM,0.034923,0.657102
2023-06-30,JPM,0.014014,0.680325
2023-07-03,JPM,0.008045,0.693842
2023-07-05,JPM,-0.006662,0.682558
2023-07-06,JPM,-0.009887,0.665923
2023-07-07,JPM,0.00789,0.679068
2023-07-10,JPM,0.005612,0.688491
2023-07-11,JPM,0.015639,0.714897
2023-07-12,JPM,0.004952,0.723389
2023-07-13,JPM,0.00486,0.731765
2023-07-14,JPM,0.006046,0.742234
2023-07-17,JPM,0.024104,0.784229
2023-07-18,JPM,0.001826,0.787486
2023-07-19,JPM,0.003839,0.794349
2023-07-20,JPM,0.012317,0.816451
2023-07-21,JPM,-0.007685,0.802492
2023-07-24,JPM,0.019683,0.837971
2023-07-25,JPM,-0.007468,0.824245
2023-07-26,JPM,0.005994,0.835179
2023-07-27,JPM,-0.011029,0.814939
2023-07-28,JPM,0.005705,0.825292
2023-07-31,JPM,0.006692,0.837506
2023-08-01,JPM,-0.004938,0.828433
2023-08-02,JPM,-0.011325,0.807727
2023-08-03,JPM,0.006113,0.818778
2023-08-04,JPM,-0.002111,0.814939
2023-08-07,JPM,0.004743,0.823547
2023-08-08,JPM,-0.005614,0.81331
2023-08-09,JPM,-0.013408,0.788998
2023-08-10,JPM,-0.001496,0.786322
2023-08-11,JPM,0.005796,0.796675
2023-08-14,JPM,0.002072,0.800398
2023-08-15,JPM,-0.025457,0.754565
2023-08-16,JPM,-0.004243,0.74712
2023-08-17,JPM,-0.010387,0.728973
2023-08-18,JPM,0.002287,0.732928
2023-08-21,JPM,0.003423,0.73886
2023-08-22,JPM,-0.020738,0.702799
2023-08-23,JPM,0.006763,0.714315
2023-08-24,JPM,-0.00095,0.712687
2023-08-25,JPM,-0.001223,0.710593
2023-08-28,JPM,0.003468,0.716526
2023-08-29,JPM,0.008132,0.730485
2023-08-30,JPM,-0.004033,0.723505
2023-08-31,JPM,-0.012351,0.702218
2023-09-01,JPM,0.003349,0.707918
2023-09-05,JPM,-0.011034,0.689072
2023-09-06,JPM,-0.001653,0.686281
2023-09-07,JPM,-0.008554,0.671856
2023-09-08,JPM,0.000765,0.673136
2023-09-11,JPM,0.00438,0.680464
2023-09-12,JPM,0.013014,0.702334
2023-09-13,JPM,0.000479,0.703148
2023-09-14,JPM,0.019397,0.736185
2023-09-15,JPM,-0.002948,0.731067
2023-09-18,JPM,0.002083,0.734673
2023-09-19,JPM,-0.001274,0.732462
2023-09-20,JPM,-0.00423,0.725134
2023-09-21,JPM,-0.007822,0.71164
2023-09-22,JPM,-0.009583,0.695238
2023-09-25,JPM,0.004941,0.703613
2023-09-26,JPM,-0.010379,0.685932
2023-09-27,JPM,0.005865,0.695819
2023-09-28,JPM,0.012416,0.716875
2023-09-29,JPM,-0.017413,0.686979
2023-10-02,JPM,-0.008619,0.672438
2023-10-03,JPM,-0.007373,0.660107
2023-10-04,JPM,0.004485,0.667552
2023-10-05,JPM,0.004216,0.674583
2023-10-06,JPM,0.015395,0.700364
2023-10-09,JPM,-0.002274,0.696497
2023-10-10,JPM,0.006079,0.706809
2023-10-11,JPM,0.003433,0.712669
2023-10-12,JPM,-0.002326,0.708684
2023-10-13,JPM,0.015019,0.734348
2023-10-16,JPM,-0.001013,0.73259
2023-10-17,JPM,-0.002164,0.72884
2023-10-18,JPM,-0.010981,0.709856
2023-10-19,JPM,-0.004249,0.702591
2023-10-20,JPM,-0.016106,0.675169
2023-10-23,JPM,-0.013641,0.652318
2023-10-24,JPM,0.001206,0.65431
2023-10-25,JPM,-0.005455,0.645287
2023-10-26,JPM,0.002564,0.649506
2023-10-27,JPM,-0.036019,0.590092
2023-10-30,JPM,0.01275,0.610365
2023-10-31,JPM,0.011934,0.629584
2023-11-01,JPM,-0.000863,0.628178
2023-11-02,JPM,0.017849,0.65724
2023-11-03,JPM,0.011172,0.675755
2023-11-06,JPM,0.007552,0.688411
2023-11-07,JPM,-0.000486,0.687591
2023-11-08,JPM,0.00493,0.695911
2023-11-09,JPM,-0.002971,0.690872
2023-11-10,JPM,0.014831,0.71595
