Date,Ticker,Daily Return,Cumulative Return
2019-03-20,AAPL,0.008739,0.1966
2019-03-21,AAPL,0.03683,0.240671
2019-03-22,AAPL,-0.020708,0.214979
2019-03-25,AAPL,-0.012091,0.200288
2019-03-26,AAPL,-0.010332,0.187887
2019-03-27,AAPL,0.008994,0.198571
2019-03-28,AAPL,0.001327,0.200161
2019-03-29,AAPL,0.006517,0.207983
2019-04-01,AAPL,0.006791,0.216187
2019-04-02,AAPL,0.014537,0.233866
2019-04-03,AAPL,0.006855,0.242324
2019-04-04,AAPL,0.00174,0.244487
2019-04-05,AAPL,0.006694,0.252817
2019-04-08,AAPL,0.015736,0.272532
2019-04-09,AAPL,-0.002998,0.268716
2019-04-10,AAPL,0.005614,0.275839
2019-04-11,AAPL,-0.008324,0.265218
2019-04-12,AAPL,-0.000402,0.264709
2019-04-15,AAPL,0.00181,0.266999
2019-04-16,AAPL,0.0001,0.267126
2019-04-17,AAPL,0.019473,0.291801
2019-04-18,AAPL,0.003594,0.296443
2019-04-22,AAPL,0.003287,0.300704
2019-04-23,AAPL,0.014423,0.319464
2019-04-24,AAPL,-0.001542,0.317429
2019-04-25,AAPL,-0.009075,0.305474
2019-04-26,AAPL,-0.004774,0.299242
2019-04-29,AAPL,0.001517,0.301213
2019-04-30,AAPL,-0.019256,0.276157
2019-05-01,AAPL,0.049085,0.338797
2019-05-02,AAPL,-0.006508,0.330085
2019-05-03,AAPL,0.012431,0.346619
2019-05-06,AAPL,-0.015443,0.325824
2019-05-07,AAPL,-0.026957,0.290084
2019-05-08,AAPL,0.000197,0.290338
2019-05-09,AAPL,-0.010744,0.276475
2019-05-10,AAPL,-0.013853,0.258791
2019-05-13,AAPL,-0.05812,0.18563
2019-05-14,AAPL,0.01583,0.204399
2019-05-15,AAPL,0.011979,0.218827
2019-05-16,AAPL,-0.0044,0.213465
2019-05-17,AAPL,-0.005682,0.20657
2019-05-20,AAPL,-0.03127,0.168841
2019-05-21,AAPL,0.019171,0.191249
2019-05-22,AAPL,-0.020472,0.166862
2019-05-23,AAPL,-0.017069,0.146944
2019-05-24,AAPL,-0.003841,0.142539
2019-05-28,AAPL,-0.004135,0.137815
2019-05-29,AAPL,-0.004769,0.132388
2019-05-30,AAPL,0.005187,0.138262
2019-05-31,AAPL,-0.018116,0.117641
2019-06-03,AAPL,-0.01011,0.106342
2019-06-04,AAPL,0.036584,0.146816
2019-06-05,AAPL,0.016143,0.16533
2019-06-06,AAPL,0.014681,0.182439
2019-06-07,AAPL,0.026617,0.213911
2019-06-10,AAPL,0.012779,0.229424
2019-06-11,AAPL,0.01158,0.243661
2019-06-12,AAPL,-0.003183,0.239703
2019-06-13,AAPL,-0.000206,0.239448
2019-06-14,AAPL,-0.007263,0.230446
2019-06-17,AAPL,0.005967,0.237788
2019-06-18,AAPL,0.023519,0.266899
2019-06-19,AAPL,-0.002923,0.263196
2019-06-20,AAPL,0.008035,0.273346
2019-06-21,AAPL,-0.003409,0.269005
2019-06-24,AAPL,-0.001006,0.267728
2019-06-25,AAPL,-0.015157,0.248513
2019-06-26,AAPL,0.021629,0.275517
2019-06-27,AAPL,-0.0003,0.275134
2019-06-28,AAPL,-0.009112,0.263515
2019-07-01,AAPL,0.018341,0.286689
2019-07-02,AAPL,0.005855,0.294222
2019-07-03,AAPL,0.008287,0.304947
2019-07-05,AAPL,-0.00088,0.303798
2019-07-08,AAPL,-0.020614,0.276922
2019-07-09,AAPL,0.006099,0.28471
2019-07-10,AAPL,0.009889,0.297414
2019-07-11,AAPL,-0.007282,0.287966
2019-07-12,AAPL,0.007683,0.297861
2019-07-15,AAPL,0.009395,0.310054
2019-07-16,AAPL,-0.00346,0.305522
2019-07-17,AAPL,-0.005624,0.29818
2019-07-18,AAPL,0.01136,0.312927
2019-07-19,AAPL,-0.014927,0.293328
2019-07-22,AAPL,0.022854,0.322886
2019-07-23,AAPL,0.007818,0.333228
2019-07-24,AAPL,-0.000814,0.332143
2019-07-25,AAPL,-0.007907,0.321609
2019-07-26,AAPL,0.003478,0.326206
2019-07-29,AAPL,0.009339,0.338591
2019-07-30,AAPL,-0.004293,0.332845
2019-07-31,AAPL,0.020404,0.360041
2019-08-01,AAPL,-0.021639,0.33061
2019-08-02,AAPL,-0.021158,0.302457
2019-08-05,AAPL,-0.052348,0.234277
2019-08-06,AAPL,0.01893,0.257642
2019-08-07,AAPL,0.010355,0.270665
2019-08-08,AAPL,0.022056,0.298691
2019-08-09,AAPL,-0.00824,0.287989
2019-08-12,AAPL,-0.002538,0.284721
2019-08-13,AAPL,0.042348,0.339127
2019-08-14,AAPL,-0.029765,0.299268
2019-08-15,AAPL,-0.004981,0.292795
2019-08-16,AAPL,0.023594,0.323298
2019-08-19,AAPL,0.018644,0.34797
2019-08-20,AAPL,4.7e-05,0.348034
2019-08-21,AAPL,0.010838,0.362645
2019-08-22,AAPL,-0.000846,0.361491
2019-08-23,AAPL,-0.04622,0.298563
2019-08-26,AAPL,0.018999,0.323234
2019-08-27,AAPL,-0.011284,0.308303
2019-08-28,AAPL,0.00671,0.317082
2019-08-29,AAPL,0.016932,0.339383
2019-08-30,AAPL,-0.001292,0.337653
2019-09-03,AAPL,-0.014564,0.318171
2019-09-04,AAPL,0.016967,0.340537
2019-09-05,AAPL,0.019551,0.366746
2019-09-06,AAPL,-9.4e-05,0.366618
2019-09-09,AAPL,0.004267,0.372449
2019-09-10,AAPL,0.011813,0.388662
2019-09-11,AAPL,0.031795,0.432815
2019-09-12,AAPL,-0.002236,0.429611
2019-09-13,AAPL,-0.019454,0.401799
2019-09-16,AAPL,0.005257,0.409169
2019-09-17,AAPL,0.003638,0.414295
2019-09-18,AAPL,0.009379,0.42756
2019-09-19,AAPL,-0.008125,0.415961
2019-09-20,AAPL,-0.014618,0.395263
2019-09-23,AAPL,0.004547,0.401607
2019-09-24,AAPL,-0.004755,0.394942
2019-09-25,AAPL,0.01539,0.41641
2019-09-26,AAPL,-0.005158,0.409104
2019-09-27,AAPL,-0.004866,0.402248
2019-09-30,AAPL,0.023535,0.43525
2019-10-01,AAPL,0.002768,0.439223
2019-10-02,AAPL,-0.025068,0.403145
2019-10-03,AAPL,0.008495,0.415064
2019-10-04,AAPL,0.028032,0.454731
2019-10-07,AAPL,0.00022,0.455051
2019-10-08,AAPL,-0.011715,0.438005
2019-10-09,AAPL,0.01172,0.454859
2019-10-10,AAPL,0.013479,0.474469
2019-10-11,AAPL,0.026598,0.513687
2019-10-14,AAPL,-0.00144,0.511508
2019-10-15,AAPL,-0.002331,0.507984
2019-10-16,AAPL,-0.004037,0.501895
2019-10-17,AAPL,0.003883,0.507727
2019-10-18,AAPL,0.004803,0.514968
2019-10-21,AAPL,0.017343,0.541242
2019-10-22,AAPL,-0.002287,0.537718
2019-10-23,AAPL,0.013419,0.558352
2019-10-24,AAPL,0.001645,0.560915
2019-10-25,AAPL,0.012316,0.58014
2019-10-28,AAPL,0.010017,0.595968
2019-10-29,AAPL,-0.023128,0.559057
2019-10-30,AAPL,-0.000123,0.558865
2019-10-31,AAPL,0.022609,0.59411
2019-11-01,AAPL,0.028381,0.639352
2019-11-04,AAPL,0.006567,0.650118
2019-11-05,AAPL,-0.001437,0.647746
2019-11-06,AAPL,0.000428,0.648452
2019-11-07,AAPL,0.011541,0.667477
2019-11-08,AAPL,0.002737,0.672041
2019-11-11,AAPL,0.007918,0.685281
2019-11-12,AAPL,-0.000915,0.683739
2019-11-13,AAPL,0.009582,0.699871
2019-11-14,AAPL,-0.006919,0.68811
2019-11-15,AAPL,0.011879,0.708163
2019-11-18,AAPL,0.005042,0.716776
2019-11-19,AAPL,-0.003033,0.711569
2019-11-20,AAPL,-0.011641,0.691645
2019-11-21,AAPL,-0.004484,0.684059
2019-11-22,AAPL,-0.000878,0.682581
2019-11-25,AAPL,0.017534,0.712083
2019-11-26,AAPL,-0.007809,0.698714
2019-11-27,AAPL,0.013432,0.721532
2019-11-29,AAPL,-0.002203,0.717739
2019-12-02,AAPL,-0.011562,0.697878
2019-12-03,AAPL,-0.01783,0.667605
2019-12-04,AAPL,0.008826,0.682324
2019-12-05,AAPL,0.014672,0.707006
2019-12-06,AAPL,0.019315,0.739978
2019-12-09,AAPL,-0.014,0.715619
2019-12-10,AAPL,0.005844,0.725645
2019-12-11,AAPL,0.00853,0.740364
2019-12-12,AAPL,0.002549,0.7448
2019-12-13,AAPL,0.013593,0.768517
2019-12-16,AAPL,0.017118,0.798791
2019-12-17,AAPL,0.001965,0.802325
2019-12-18,AAPL,-0.002389,0.798019
2019-12-19,AAPL,0.001001,0.799819
2019-12-20,AAPL,-0.002072,0.79609
2019-12-23,AAPL,0.016318,0.8254
2019-12-24,AAPL,0.000951,0.827135
2019-12-26,AAPL,0.01984,0.863386
2019-12-27,AAPL,-0.000379,0.862679
2019-12-30,AAPL,0.005935,0.873734
2019-12-31,AAPL,0.007306,0.887424
2020-01-02,AAPL,0.022817,0.930489
2020-01-03,AAPL,-0.009722,0.911721
2020-01-06,AAPL,0.007968,0.926954
2020-01-07,AAPL,-0.004703,0.917891
2020-01-08,AAPL,0.016086,0.948743
2020-01-09,AAPL,0.021241,0.990136
2020-01-10,AAPL,0.002261,0.994635
2020-01-13,AAPL,0.021364,1.037248
2020-01-14,AAPL,-0.013503,1.009739
2020-01-15,AAPL,-0.004285,1.001127
2020-01-16,AAPL,0.012526,1.026194
2020-01-17,AAPL,0.011071,1.048626
2020-01-21,AAPL,-0.006777,1.034742
2020-01-22,AAPL,0.00357,1.042006
2020-01-23,AAPL,0.004816,1.051839
2020-01-24,AAPL,-0.002882,1.045925
2020-01-27,AAPL,-0.029405,0.985765
2020-01-28,AAPL,0.028289,1.04194
2020-01-29,AAPL,0.020932,1.084683
2020-01-30,AAPL,-0.001449,1.081662
2020-01-31,AAPL,-0.044339,0.989364
2020-02-03,AAPL,-0.002746,0.983901
2020-02-04,AAPL,0.033014,1.049397
2020-02-05,AAPL,0.008154,1.066109
2020-02-06,AAPL,0.011697,1.090275
2020-02-07,AAPL,-0.013592,1.061863
2020-02-10,AAPL,0.00475,1.071656
2020-02-11,AAPL,-0.006033,1.059157
2020-02-12,AAPL,0.023748,1.108058
2020-02-13,AAPL,-0.007121,1.093045
2020-02-14,AAPL,0.000247,1.093561
2020-02-18,AAPL,-0.01831,1.055227
2020-02-19,AAPL,0.014483,1.084993
2020-02-20,AAPL,-0.010259,1.063603
2020-02-21,AAPL,-0.022635,1.016892
2020-02-24,AAPL,-0.0475,0.92109
2020-02-25,AAPL,-0.033872,0.856018
2020-02-26,AAPL,0.015863,0.885461
2020-02-27,AAPL,-0.065368,0.762212
2020-02-28,AAPL,-0.000585,0.761181
2020-03-02,AAPL,0.093101,0.925148
2020-03-03,AAPL,-0.031759,0.864008
2020-03-04,AAPL,0.046384,0.950468
2020-03-05,AAPL,-0.032437,0.887201
2020-03-06,AAPL,-0.01328,0.862138
2020-03-09,AAPL,-0.079092,0.714859
2020-03-10,AAPL,0.072021,0.838365
2020-03-11,AAPL,-0.034731,0.774518
2020-03-12,AAPL,-0.098755,0.599276
2020-03-13,AAPL,0.119809,0.790883
2020-03-16,AAPL,-0.128647,0.560491
2020-03-17,AAPL,0.04397,0.629105
2020-03-18,AAPL,-0.02448,0.589225
2020-03-19,AAPL,-0.007662,0.577048
2020-03-20,AAPL,-0.063485,0.476929
2020-03-23,AAPL,-0.021244,0.445553
2020-03-24,AAPL,0.100325,0.590578
2020-03-25,AAPL,-0.005509,0.581816
2020-03-26,AAPL,0.052623,0.665056
2020-03-27,AAPL,-0.041402,0.596119
2020-03-30,AAPL,0.028538,0.641669
2020-03-31,AAPL,-0.002041,0.638319
2020-04-01,AAPL,-0.052617,0.552115
2020-04-02,AAPL,0.016687,0.578015
2020-04-03,AAPL,-0.014371,0.555337
2020-04-06,AAPL,0.087237,0.69102
2020-04-07,AAPL,-0.011582,0.671434
2020-04-08,AAPL,0.025595,0.714214
2020-04-09,AAPL,0.007216,0.726584
2020-04-13,AAPL,0.019628,0.760472
2020-04-14,AAPL,0.050503,0.849382
2020-04-15,AAPL,-0.009128,0.832502
2020-04-16,AAPL,0.007946,0.847063
2020-04-17,AAPL,-0.013569,0.822
2020-04-20,AAPL,-0.020756,0.784182
2020-04-21,AAPL,-0.03091,0.729033
2020-04-22,AAPL,0.028803,0.778834
2020-04-23,AAPL,-0.003875,0.771941
2020-04-24,AAPL,0.028869,0.823096
2020-04-27,AAPL,0.000707,0.824384
2020-04-28,AAPL,-0.016209,0.794812
2020-04-29,AAPL,0.032845,0.853763
2020-04-30,AAPL,0.021096,0.892871
2020-05-01,AAPL,-0.016099,0.862397
2020-05-04,AAPL,0.014149,0.888747
2020-05-05,AAPL,0.015009,0.917094
2020-05-06,AAPL,0.010318,0.936874
2020-05-07,AAPL,0.010345,0.956911
2020-05-08,AAPL,0.023802,1.003489
2020-05-11,AAPL,0.015735,1.035015
2020-05-12,AAPL,-0.011428,1.011758
2020-05-13,AAPL,-0.012074,0.987468
2020-05-14,AAPL,0.006143,0.999678
2020-05-15,AAPL,-0.005912,0.987855
2020-05-18,AAPL,0.023561,1.034691
2020-05-19,AAPL,-0.005778,1.022934
2020-05-20,AAPL,0.019448,1.062277
2020-05-21,AAPL,-0.007456,1.046901
2020-05-22,AAPL,0.006438,1.06008
2020-05-26,AAPL,-0.006773,1.046126
2020-05-27,AAPL,0.004357,1.055041
2020-05-28,AAPL,0.00044,1.055945
2020-05-29,AAPL,-0.000974,1.053943
2020-06-01,AAPL,0.012298,1.079202
2020-06-02,AAPL,0.00463,1.088827
2020-06-03,AAPL,0.005505,1.100326
2020-06-04,AAPL,-0.008612,1.082238
2020-06-05,AAPL,0.028481,1.141542
2020-06-08,AAPL,0.005913,1.154204
2020-06-09,AAPL,0.031578,1.22223
2020-06-10,AAPL,0.025727,1.279402
2020-06-11,AAPL,-0.04801,1.169967
2020-06-12,AAPL,0.008633,1.188702
2020-06-15,AAPL,0.012367,1.215769
2020-06-16,AAPL,0.026502,1.274492
2020-06-17,AAPL,-0.001392,1.271327
2020-06-18,AAPL,0.000398,1.272232
2020-06-19,AAPL,-0.005715,1.259246
2020-06-22,AAPL,0.026164,1.318357
2020-06-23,AAPL,0.021345,1.367842
2020-06-24,AAPL,-0.017652,1.326045
2020-06-25,AAPL,0.013275,1.356924
2020-06-26,AAPL,-0.030726,1.284506
2020-06-29,AAPL,0.023047,1.337156
2020-06-30,AAPL,0.008348,1.356666
2020-07-01,AAPL,-0.001892,1.352208
2020-07-02,AAPL,0.0,1.352208
2020-07-06,AAPL,0.02675,1.41513
2020-07-07,AAPL,-0.003103,1.407637
2020-07-08,AAPL,0.02329,1.46371
2020-07-09,AAPL,0.0043,1.474305
2020-07-10,AAPL,0.001749,1.478633
2020-07-13,AAPL,-0.004613,1.4672
2020-07-14,AAPL,0.016548,1.508027
2020-07-15,AAPL,0.006877,1.525276
2020-07-16,AAPL,-0.012305,1.494203
2020-07-17,AAPL,-0.00202,1.489164
2020-07-20,AAPL,0.021074,1.541619
2020-07-21,AAPL,-0.013801,1.506541
2020-07-22,AAPL,0.002809,1.513583
2020-07-23,AAPL,-0.045516,1.399174
2020-07-24,AAPL,-0.002477,1.39323
2020-07-27,AAPL,0.0237,1.44995
2020-07-28,AAPL,-0.016427,1.409704
2020-07-29,AAPL,0.019168,1.455894
2020-07-30,AAPL,0.0121,1.485611
2020-07-31,AAPL,0.104689,1.745826
2020-08-03,AAPL,0.025198,1.815014
2020-08-04,AAPL,0.006678,1.833813
2020-08-05,AAPL,0.003625,1.844085
2020-08-06,AAPL,0.034889,1.943312
2020-08-07,AAPL,-0.022736,1.876394
2020-08-10,AAPL,0.014535,1.918202
2020-08-11,AAPL,-0.02974,1.831415
2020-08-12,AAPL,0.033234,1.925515
2020-08-13,AAPL,0.017697,1.97729
2020-08-14,AAPL,-0.000891,1.974636
2020-08-17,AAPL,-0.002611,1.96687
2020-08-18,AAPL,0.008333,1.991593
2020-08-19,AAPL,0.001255,1.995346
2020-08-20,AAPL,0.02219,2.061811
2020-08-21,AAPL,0.051533,2.219594
2020-08-24,AAPL,0.01196,2.258101
2020-08-25,AAPL,-0.008204,2.231373
2020-08-26,AAPL,0.013599,2.275316
2020-08-27,AAPL,-0.011954,2.236162
2020-08-28,AAPL,-0.00162,2.23092
2020-08-31,AAPL,0.033912,2.340487
2020-09-01,AAPL,0.039833,2.473548
2020-09-02,AAPL,-0.020718,2.401582
2020-09-03,AAPL,-0.080061,2.129247
2020-09-04,AAPL,0.000662,2.131318
2020-09-08,AAPL,-0.067295,1.920596
2020-09-09,AAPL,0.039887,2.037089
2020-09-10,AAPL,-0.032646,1.937941
2020-09-11,AAPL,-0.013129,1.899369
2020-09-14,AAPL,0.03,1.98635
2020-09-15,AAPL,0.00156,1.99101
2020-09-16,AAPL,-0.029514,1.902734
2020-09-17,AAPL,-0.015964,1.856396
2020-09-18,AAPL,-0.03172,1.765791
2020-09-21,AAPL,0.030326,1.849666
2020-09-22,AAPL,0.015716,1.894451
2020-09-23,AAPL,-0.041946,1.773039
2020-09-24,AAPL,0.010269,1.801515
2020-09-25,AAPL,0.037516,1.906617
2020-09-28,AAPL,0.023869,1.975995
2020-09-29,AAPL,-0.007568,1.953473
2020-09-30,AAPL,0.015076,1.997999
2020-10-01,AAPL,0.008462,2.023369
2020-10-02,AAPL,-0.03228,1.925774
2020-10-05,AAPL,0.030791,2.015861
2020-10-06,AAPL,-0.028669,1.929399
2020-10-07,AAPL,0.016967,1.979102
2020-10-08,AAPL,-0.000956,1.976254
2020-10-09,AAPL,0.017396,2.028028
2020-10-12,AAPL,0.063521,2.220371
2020-10-13,AAPL,-0.026527,2.134943
2020-10-14,AAPL,0.000743,2.137273
2020-10-15,AAPL,-0.003961,2.124847
2020-10-16,AAPL,-0.014,2.081098
2020-10-19,AAPL,-0.025542,2.0024
2020-10-20,AAPL,0.013192,2.042008
2020-10-21,AAPL,-0.005446,2.02544
2020-10-22,AAPL,-0.009583,1.996446
2020-10-23,AAPL,-0.006134,1.978066
2020-10-26,AAPL,8.7e-05,1.978325
2020-10-27,AAPL,0.013472,2.01845
2020-10-28,AAPL,-0.046312,1.87866
2020-10-29,AAPL,0.03705,1.985315
2020-10-30,AAPL,-0.056018,1.818084
2020-11-02,AAPL,-0.000827,1.815753
2020-11-03,AAPL,0.015354,1.858985
2020-11-04,AAPL,0.040836,1.975736
2020-11-05,AAPL,0.035494,2.081356
2020-11-06,AAPL,-0.001136,2.077856
2020-11-09,AAPL,-0.019968,2.016397
2020-11-10,AAPL,-0.003009,2.007321
2020-11-11,AAPL,0.030353,2.098601
2020-11-12,AAPL,-0.002343,2.09134
2020-11-13,AAPL,0.000419,2.092636
2020-11-16,AAPL,0.008721,2.119606
2020-11-17,AAPL,-0.007564,2.096008
2020-11-18,AAPL,-0.011391,2.06074
2020-11-19,AAPL,0.005168,2.076559
2020-11-20,AAPL,-0.010957,2.042847
2020-11-23,AAPL,-0.029743,1.952345
2020-11-24,AAPL,0.011594,1.986575
2020-11-25,AAPL,0.007467,2.008876
2020-11-27,AAPL,0.004826,2.023399
2020-11-30,AAPL,0.0211,2.087191
2020-12-01,AAPL,0.030827,2.182361
2020-12-02,AAPL,0.002934,2.191697
2020-12-03,AAPL,-0.001138,2.188066
2020-12-04,AAPL,-0.005612,2.170173
2020-12-07,AAPL,0.01227,2.209071
2020-12-08,AAPL,0.005091,2.225408
2020-12-09,AAPL,-0.020904,2.157985
2020-12-10,AAPL,0.011989,2.195846
2020-12-11,AAPL,-0.006735,2.174322
2020-12-14,AAPL,-0.005147,2.157985
2020-12-15,AAPL,0.05009,2.316169
2020-12-16,AAPL,-0.000547,2.314354
2020-12-17,AAPL,0.006963,2.337433
2020-12-18,AAPL,-0.015851,2.284533
2020-12-21,AAPL,0.012395,2.325245
2020-12-22,AAPL,0.028464,2.419897
2020-12-23,AAPL,-0.006976,2.396039
2020-12-24,AAPL,0.007713,2.422231
2020-12-28,AAPL,0.035766,2.54463
2020-12-29,AAPL,-0.013315,2.497433
2020-12-30,AAPL,-0.008527,2.467612
2020-12-31,AAPL,-0.007703,2.440902
2021-01-04,AAPL,-0.024719,2.355846
2021-01-05,AAPL,0.012364,2.397337
2021-01-06,AAPL,-0.033662,2.282977
2021-01-07,AAPL,0.034123,2.395003
2021-01-08,AAPL,0.008631,2.424306
2021-01-11,AAPL,-0.023249,2.344694
2021-01-12,AAPL,-0.001396,2.340027
2021-01-13,AAPL,0.016227,2.394224
2021-01-14,AAPL,-0.015127,2.34288
2021-01-15,AAPL,-0.013731,2.296979
2021-01-19,AAPL,0.005427,2.314872
2021-01-20,AAPL,0.032856,2.423787
2021-01-21,AAPL,0.036658,2.549298
2021-01-22,AAPL,0.016074,2.606348
2021-01-25,AAPL,0.027684,2.706185
2021-01-26,AAPL,0.001679,2.712409
2021-01-27,AAPL,-0.007684,2.683883
2021-01-28,AAPL,-0.034985,2.555002
2021-01-29,AAPL,-0.037421,2.421972
2021-02-01,AAPL,0.01652,2.478504
2021-02-02,AAPL,0.006337,2.500546
2021-02-03,AAPL,-0.007778,2.473318
2021-02-04,AAPL,0.025757,2.562781
2021-02-05,AAPL,-0.003098,2.551744
2021-02-08,AAPL,0.001097,2.555639
2021-02-09,AAPL,-0.006574,2.532266
2021-02-10,AAPL,-0.004558,2.516164
2021-02-11,AAPL,-0.00192,2.509412
2021-02-12,AAPL,0.001776,2.515646
2021-02-16,AAPL,-0.016104,2.459029
2021-02-17,AAPL,-0.017644,2.397998
2021-02-18,AAPL,-0.008637,2.368651
2021-02-19,AAPL,0.001233,2.372806
2021-02-22,AAPL,-0.029799,2.272299
2021-02-23,AAPL,-0.001111,2.268664
2021-02-24,AAPL,-0.004052,2.255419
2021-02-25,AAPL,-0.034782,2.142187
2021-02-26,AAPL,0.002232,2.149199
2021-03-01,AAPL,0.053851,2.318788
2021-03-02,AAPL,-0.020894,2.249446
2021-03-03,AAPL,-0.024457,2.169976
2021-03-04,AAPL,-0.015812,2.119853
2021-03-05,AAPL,0.010738,2.153354
2021-03-08,AAPL,-0.041674,2.021943
2021-03-09,AAPL,0.04065,2.144784
2021-03-10,AAPL,-0.009167,2.115957
2021-03-11,AAPL,0.016503,2.167378
2021-03-12,AAPL,-0.007625,2.143226
2021-03-15,AAPL,0.024457,2.220099
2021-03-16,AAPL,0.012743,2.261133
2021-03-17,AAPL,-0.006451,2.240097
2021-03-18,AAPL,-0.033905,2.130241
2021-03-19,AAPL,-0.00448,2.116216
2021-03-22,AAPL,0.028336,2.204517
2021-03-23,AAPL,-0.006889,2.182442
2021-03-24,AAPL,-0.019994,2.118814
2021-03-25,AAPL,0.004164,2.131799
2021-03-26,AAPL,0.005141,2.147901
2021-03-29,AAPL,0.001485,2.152576
2021-03-30,AAPL,-0.012275,2.113879
2021-03-31,AAPL,0.018766,2.172313
2021-04-01,AAPL,0.006959,2.194388
2021-04-05,AAPL,0.023577,2.269703
2021-04-06,AAPL,0.002462,2.277754
2021-04-07,AAPL,0.01339,2.321644
2021-04-08,AAPL,0.019234,2.385533
2021-04-09,AAPL,0.020251,2.454095
2021-04-12,AAPL,-0.013233,2.408386
2021-04-13,AAPL,0.024306,2.491232
2021-04-14,AAPL,-0.017853,2.428903
2021-04-15,AAPL,0.018708,2.493051
2021-04-16,AAPL,-0.002528,2.48422
2021-04-19,AAPL,0.005068,2.501879
2021-04-20,AAPL,-0.01283,2.456951
2021-04-21,AAPL,0.00293,2.46708
2021-04-22,AAPL,-0.011686,2.426565
2021-04-23,AAPL,0.018039,2.488376
2021-04-26,AAPL,0.002978,2.498764
2021-04-27,AAPL,-0.00245,2.490193
2021-04-28,AAPL,-0.006027,2.469157
2021-04-29,AAPL,-0.000748,2.466562
2021-04-30,AAPL,-0.015134,2.414099
2021-05-03,AAPL,0.008216,2.442149
2021-05-04,AAPL,-0.035386,2.320346
2021-05-05,AAPL,0.001956,2.326839
2021-05-06,AAPL,0.012802,2.369431
2021-05-07,AAPL,0.005327,2.387381
2021-05-10,AAPL,-0.025804,2.299971
2021-05-11,AAPL,-0.00741,2.275517
2021-05-12,AAPL,-0.024938,2.193831
2021-05-13,AAPL,0.01792,2.251063
2021-05-14,AAPL,0.019845,2.31558
2021-05-17,AAPL,-0.009259,2.284882
2021-05-18,AAPL,-0.011246,2.247941
2021-05-19,AAPL,-0.001281,2.243779
2021-05-20,AAPL,0.021012,2.311938
2021-05-21,AAPL,-0.014767,2.26303
2021-05-24,AAPL,0.013314,2.306475
2021-05-25,AAPL,-0.001573,2.301272
2021-05-26,AAPL,-0.000394,2.299971
2021-05-27,AAPL,-0.012377,2.259127
2021-05-28,AAPL,-0.005348,2.241698
2021-06-01,AAPL,-0.002648,2.233113
2021-06-02,AAPL,0.006276,2.253404
2021-06-03,AAPL,-0.012154,2.213862
2021-06-04,AAPL,0.019022,2.274997
2021-06-07,AAPL,7.9e-05,2.275257
2021-06-08,AAPL,0.006672,2.297109
2021-06-09,AAPL,0.003077,2.307255
2021-06-10,AAPL,-0.008023,2.280719
2021-06-11,AAPL,0.009833,2.312979
2021-06-14,AAPL,0.024578,2.394405
2021-06-15,AAPL,-0.006438,2.372551
2021-06-16,AAPL,0.003934,2.385819
2021-06-17,AAPL,0.012601,2.428484
2021-06-18,AAPL,-0.010092,2.393885
