Date,Strategy,Portfolio Value,Normalized Value,Daily Return
2024-04-19,Equal Weight,2995180.78,3.090155,-0.001695
2024-04-22,Equal Weight,3026962.52,3.122945,0.010611
2024-04-23,Equal Weight,3058432.71,3.155413,0.010397
2024-04-24,Equal Weight,3056309.97,3.153223,-0.000694
2024-04-25,Equal Weight,3020340.9,3.116113,-0.011769
2024-04-26,Equal Weight,3050300.66,3.147023,0.009919
2024-04-29,Equal Weight,3063311.77,3.160447,0.004266
2024-04-30,Equal Weight,3030150.45,3.126234,-0.010825
2024-05-01,Equal Weight,3050216.19,3.146936,0.006622
2024-05-02,Equal Weight,3067560.55,3.16483,0.005686
2024-05-03,Equal Weight,3088208.18,3.186132,0.006731
2024-05-06,Equal Weight,3119303.45,3.218214,0.010069
2024-05-07,Equal Weight,3132606.45,3.231939,0.004265
2024-05-08,Equal Weight,3136643.59,3.236104,0.001289
2024-05-09,Equal Weight,3166258.62,3.266658,0.009442
2024-05-10,Equal Weight,3160760.66,3.260985,-0.001736
2024-05-13,Equal Weight,3167732.85,3.268179,0.002206
2024-05-14,Equal Weight,3184796.51,3.285783,0.005387
2024-05-15,Equal Weight,3218047.57,3.320089,0.010441
2024-05-16,Equal Weight,3205606.63,3.307253,-0.003866
2024-05-17,Equal Weight,3222130.01,3.324301,0.005155
2024-05-20,Equal Weight,3214344.36,3.316268,-0.002416
2024-05-21,Equal Weight,3233328.48,3.335854,0.005906
2024-05-22,Equal Weight,3221190.62,3.323332,-0.003754
2024-05-23,Equal Weight,3178294.8,3.279076,-0.013317
2024-05-24,Equal Weight,3190049.7,3.291203,0.003698
2024-05-28,Equal Weight,3187074.05,3.288133,-0.000933
2024-05-29,Equal Weight,3170891.0,3.271437,-0.005078
2024-05-30,Equal Weight,3169459.75,3.26996,-0.000451
2024-05-31,Equal Weight,3196162.37,3.29751,0.008425
2024-06-03,Equal Weight,3188321.0,3.28942,-0.002453
2024-06-04,Equal Weight,3181223.11,3.282097,-0.002226
2024-06-05,Equal Weight,3188538.69,3.289644,0.0023
2024-06-06,Equal Weight,3201062.81,3.302566,0.003928
2024-06-07,Equal Weight,3201475.71,3.302992,0.000129
2024-06-10,Equal Weight,3213891.76,3.315801,0.003878
2024-06-11,Equal Weight,3211562.38,3.313398,-0.000725
2024-06-12,Equal Weight,3212718.02,3.31459,0.00036
2024-06-13,Equal Weight,3213616.44,3.315517,0.00028
2024-06-14,Equal Weight,3206771.74,3.308456,-0.00213
2024-06-17,Equal Weight,3219699.77,3.321793,0.004031
2024-06-18,Equal Weight,3214624.69,3.316557,-0.001576
2024-06-20,Equal Weight,3235817.67,3.338422,0.006593
2024-06-21,Equal Weight,3241931.1,3.34473,0.001889
2024-06-24,Equal Weight,3258849.64,3.362185,0.005219
2024-06-25,Equal Weight,3261140.19,3.364548,0.000703
2024-06-26,Equal Weight,3276615.38,3.380514,0.004745
2024-06-27,Equal Weight,3289429.74,3.393735,0.003911
2024-06-28,Equal Weight,3264892.02,3.368419,-0.00746
2024-07-01,Equal Weight,3281229.41,3.385274,0.005004
2024-07-02,Equal Weight,3298432.91,3.403023,0.005243
2024-07-03,Equal Weight,3303111.67,3.40785,0.001418
2024-07-05,Equal Weight,3328212.8,3.433747,0.007599
2024-07-08,Equal Weight,3324190.38,3.429597,-0.001209
2024-07-09,Equal Weight,3325933.31,3.431396,0.000524
2024-07-10,Equal Weight,3357538.77,3.464003,0.009503
2024-07-11,Equal Weight,3341368.53,3.44732,-0.004816
2024-07-12,Equal Weight,3358173.5,3.464658,0.005029
2024-07-15,Equal Weight,3367094.63,3.473862,0.002657
2024-07-16,Equal Weight,3391495.75,3.499037,0.007247
2024-07-17,Equal Weight,3378903.97,3.486046,-0.003713
2024-07-18,Equal Weight,3331405.84,3.437042,-0.014057
2024-07-19,Equal Weight,3314366.55,3.419462,-0.005115
2024-07-22,Equal Weight,3329873.49,3.435461,0.004679
2024-07-23,Equal Weight,3324657.1,3.430079,-0.001567
2024-07-24,Equal Weight,3295116.0,3.399601,-0.008885
2024-07-25,Equal Weight,3274597.14,3.378432,-0.006227
2024-07-26,Equal Weight,3298181.38,3.402764,0.007202
2024-07-29,Equal Weight,3294909.73,3.399388,-0.000992
2024-07-30,Equal Weight,3287617.79,3.391865,-0.002213
2024-07-31,Equal Weight,3303684.63,3.408441,0.004887
2024-08-01,Equal Weight,3297146.45,3.401696,-0.001979
2024-08-02,Equal Weight,3246442.39,3.349384,-0.015378
2024-08-05,Equal Weight,3151736.48,3.251675,-0.029172
2024-08-06,Equal Weight,3174711.46,3.275379,0.00729
2024-08-07,Equal Weight,3183768.26,3.284723,0.002853
2024-08-08,Equal Weight,3250877.94,3.35396,0.021079
2024-08-09,Equal Weight,3282468.37,3.386552,0.009718
2024-08-12,Equal Weight,3271605.76,3.375345,-0.003309
2024-08-13,Equal Weight,3300533.64,3.405191,0.008842
2024-08-14,Equal Weight,3314293.37,3.419387,0.004169
2024-08-15,Equal Weight,3344422.91,3.450471,0.009091
2024-08-16,Equal Weight,3350688.42,3.456936,0.001873
2024-08-19,Equal Weight,3371107.85,3.478003,0.006094
2024-08-20,Equal Weight,3375550.6,3.482586,0.001318
2024-08-21,Equal Weight,3376372.32,3.483434,0.000243
2024-08-22,Equal Weight,3364215.04,3.470891,-0.003601
2024-08-23,Equal Weight,3389896.52,3.497387,0.007634
2024-08-26,Equal Weight,3402244.94,3.510127,0.003643
2024-08-27,Equal Weight,3394580.59,3.50222,-0.002253
2024-08-28,Equal Weight,3381251.81,3.488468,-0.003926
2024-08-29,Equal Weight,3399308.25,3.507097,0.00534
2024-08-30,Equal Weight,3440241.77,3.549329,0.012042
2024-09-03,Equal Weight,3393129.93,3.500723,-0.013694
2024-09-04,Equal Weight,3381055.1,3.488265,-0.003559
2024-09-05,Equal Weight,3359125.92,3.465641,-0.006486
2024-09-06,Equal Weight,3311157.68,3.416151,-0.01428
2024-09-09,Equal Weight,3342653.59,3.448646,0.009512
2024-09-10,Equal Weight,3334723.69,3.440465,-0.002372
2024-09-11,Equal Weight,3352485.21,3.458789,0.005326
2024-09-12,Equal Weight,3374316.63,3.481313,0.006512
2024-09-13,Equal Weight,3383114.33,3.49039,0.002607
2024-09-16,Equal Weight,3395598.08,3.503269,0.00369
2024-09-17,Equal Weight,3411073.78,3.519236,0.004558
2024-09-18,Equal Weight,3405879.96,3.513877,-0.001523
2024-09-19,Equal Weight,3445290.52,3.554538,0.011571
2024-09-20,Equal Weight,3447218.97,3.556527,0.00056
2024-09-23,Equal Weight,3455387.3,3.564954,0.00237
2024-09-24,Equal Weight,3463577.84,3.573405,0.00237
2024-09-25,Equal Weight,3441734.55,3.550869,-0.006307
2024-09-26,Equal Weight,3442464.21,3.551622,0.000212
2024-09-27,Equal Weight,3443157.07,3.552336,0.000201
2024-09-30,Equal Weight,3461033.04,3.570779,0.005192
2024-10-01,Equal Weight,3448563.72,3.557914,-0.003603
2024-10-02,Equal Weight,3448610.51,3.557963,1.4e-05
2024-10-03,Equal Weight,3430337.22,3.53911,-0.005299
2024-10-04,Equal Weight,3460149.46,3.569868,0.008691
2024-10-07,Equal Weight,3416710.3,3.525051,-0.012554
2024-10-08,Equal Weight,3423697.6,3.53226,0.002045
2024-10-09,Equal Weight,3446671.3,3.555962,0.00671
2024-10-10,Equal Weight,3446685.49,3.555977,4e-06
2024-10-11,Equal Weight,3486964.46,3.597533,0.011686
2024-10-14,Equal Weight,3494477.12,3.605284,0.002155
2024-10-15,Equal Weight,3489072.14,3.599707,-0.001547
2024-10-16,Equal Weight,3496338.14,3.607204,0.002083
2024-10-17,Equal Weight,3493583.14,3.604361,-0.000788
2024-10-18,Equal Weight,3504111.51,3.615224,0.003014
2024-10-21,Equal Weight,3490906.52,3.6016,-0.003768
2024-10-22,Equal Weight,3500043.75,3.611027,0.002617
2024-10-23,Equal Weight,3481959.41,3.592369,-0.005167
2024-10-24,Equal Weight,3468997.62,3.578996,-0.003723
2024-10-25,Equal Weight,3460613.01,3.570346,-0.002417
2024-10-28,Equal Weight,3483634.32,3.594097,0.006652
2024-10-29,Equal Weight,3469104.62,3.579107,-0.004171
2024-10-30,Equal Weight,3449976.92,3.559372,-0.005514
2024-10-31,Equal Weight,3396292.64,3.503986,-0.015561
2024-11-01,Equal Weight,3403218.96,3.511132,0.002039
2024-11-04,Equal Weight,3386716.44,3.494106,-0.004849
2024-11-05,Equal Weight,3409085.94,3.517185,0.006605
2024-11-06,Equal Weight,3479741.88,3.590081,0.020726
2024-11-07,Equal Weight,3487438.71,3.598022,0.002212
2024-11-08,Equal Weight,3497708.42,3.608618,0.002945
2024-11-11,Equal Weight,3491179.5,3.601882,-0.001867
2024-11-12,Equal Weight,3480509.88,3.590874,-0.003056
2024-11-13,Equal Weight,3487216.4,3.597793,0.001927
2024-11-14,Equal Weight,3477662.12,3.587936,-0.00274
2024-11-15,Equal Weight,3446651.37,3.555942,-0.008917
2024-11-18,Equal Weight,3454288.51,3.563821,0.002216
2024-11-19,Equal Weight,3455202.51,3.564764,0.000265
2024-11-20,Equal Weight,3458376.78,3.568039,0.000919
2024-11-21,Equal Weight,3461278.78,3.571033,0.000839
2024-11-22,Equal Weight,3473212.78,3.583345,0.003448
2024-11-25,Equal Weight,3501934.7,3.612978,0.00827
2024-11-26,Equal Weight,3539578.63,3.651815,0.010749
2024-11-27,Equal Weight,3537224.85,3.649387,-0.000665
2024-11-29,Equal Weight,3547885.08,3.660385,0.003014
2024-12-02,Equal Weight,3549885.01,3.662449,0.000564
2024-12-03,Equal Weight,3538706.79,3.650916,-0.003149
2024-12-04,Equal Weight,3543620.71,3.655986,0.001389
2024-12-05,Equal Weight,3549337.82,3.661884,0.001613
2024-12-06,Equal Weight,3553641.91,3.666325,0.001213
2024-12-09,Equal Weight,3538282.12,3.650478,-0.004322
2024-12-10,Equal Weight,3540340.9,3.652602,0.000582
2024-12-11,Equal Weight,3554346.63,3.667052,0.003956
2024-12-12,Equal Weight,3530425.15,3.642372,-0.00673
2024-12-13,Equal Weight,3523995.24,3.635738,-0.001821
2024-12-16,Equal Weight,3525753.7,3.637552,0.000499
2024-12-17,Equal Weight,3523110.2,3.634825,-0.00075
2024-12-18,Equal Weight,3434595.61,3.543503,-0.025124
2024-12-19,Equal Weight,3432039.34,3.540866,-0.000744
2024-12-20,Equal Weight,3468765.83,3.578757,0.010701
2024-12-23,Equal Weight,3491887.91,3.602612,0.006666
2024-12-24,Equal Weight,3518943.93,3.630526,0.007748
2024-12-26,Equal Weight,3515738.77,3.62722,-0.000911
2024-12-27,Equal Weight,3485181.91,3.595694,-0.008691
2024-12-30,Equal Weight,3451108.89,3.56054,-0.009777
2019-01-03,Minimum Variance,969265.49,1.0,-0.030735
2019-01-04,Minimum Variance,1003441.19,1.035259,0.035259
2019-01-07,Minimum Variance,1006805.4,1.03873,0.003353
2019-01-08,Minimum Variance,1015991.14,1.048207,0.009124
2019-01-09,Minimum Variance,1017363.6,1.049623,0.001351
2019-01-10,Minimum Variance,1019180.1,1.051497,0.001786
2019-01-11,Minimum Variance,1015203.01,1.047394,-0.003902
2019-01-14,Minimum Variance,1006654.24,1.038574,-0.008421
2019-01-15,Minimum Variance,1021994.27,1.054401,0.015239
2019-01-16,Minimum Variance,1024266.05,1.056745,0.002223
2019-01-17,Minimum Variance,1032371.67,1.065107,0.007914
2019-01-18,Minimum Variance,1041995.35,1.075036,0.009322
2019-01-22,Minimum Variance,1024658.87,1.05715,-0.016638
2019-01-23,Minimum Variance,1032056.63,1.064782,0.00722
2019-01-24,Minimum Variance,1028431.0,1.061042,-0.003513
2019-01-25,Minimum Variance,1035846.79,1.068693,0.007211
2019-01-28,Minimum Variance,1020792.23,1.053161,-0.014534
2019-01-29,Minimum Variance,1019220.42,1.051539,-0.00154
2019-01-30,Minimum Variance,1042332.86,1.075384,0.022677
2019-01-31,Minimum Variance,1055984.58,1.089469,0.013097
2019-02-01,Minimum Variance,1054740.05,1.088185,-0.001179
2019-02-04,Minimum Variance,1059935.47,1.093545,0.004926
2019-02-05,Minimum Variance,1065543.5,1.099331,0.005291
2019-02-06,Minimum Variance,1058803.21,1.092377,-0.006326
2019-02-07,Minimum Variance,1047880.87,1.081108,-0.010316
2019-02-08,Minimum Variance,1048525.07,1.081773,0.000615
2019-02-11,Minimum Variance,1047761.17,1.080985,-0.000729
2019-02-12,Minimum Variance,1064884.87,1.098651,0.016343
2019-02-13,Minimum Variance,1066290.9,1.100102,0.00132
2019-02-14,Minimum Variance,1064011.01,1.09775,-0.002138
2019-02-15,Minimum Variance,1074578.05,1.108652,0.009931
2019-02-19,Minimum Variance,1077956.12,1.112137,0.003144
2019-02-20,Minimum Variance,1081580.98,1.115877,0.003363
2019-02-21,Minimum Variance,1079554.49,1.113786,-0.001874
2019-02-22,Minimum Variance,1085089.04,1.119496,0.005127
2019-02-25,Minimum Variance,1088913.25,1.123442,0.003524
2019-02-26,Minimum Variance,1088185.1,1.12269,-0.000669
2019-02-27,Minimum Variance,1090348.83,1.124923,0.001988
2019-02-28,Minimum Variance,1087538.91,1.122024,-0.002577
2019-03-01,Minimum Variance,1097294.82,1.132089,0.008971
2019-03-04,Minimum Variance,1099235.12,1.134091,0.001768
2019-03-05,Minimum Variance,1099674.02,1.134544,0.000399
2019-03-06,Minimum Variance,1092700.11,1.127349,-0.006342
2019-03-07,Minimum Variance,1084474.39,1.118862,-0.007528
2019-03-08,Minimum Variance,1082293.54,1.116612,-0.002011
2019-03-11,Minimum Variance,1096683.68,1.131459,0.013296
2019-03-12,Minimum Variance,1101124.24,1.13604,0.004049
2019-03-13,Minimum Variance,1107715.44,1.14284,0.005986
2019-03-14,Minimum Variance,1106714.69,1.141808,-0.000903
2019-03-15,Minimum Variance,1112187.83,1.147454,0.004945
2019-03-18,Minimum Variance,1119305.46,1.154798,0.0064
2019-03-19,Minimum Variance,1120608.6,1.156142,0.001164
2019-03-20,Minimum Variance,1122833.33,1.158437,0.001985
2019-03-21,Minimum Variance,1133025.63,1.168953,0.009077
2019-03-22,Minimum Variance,1113805.3,1.149123,-0.016964
2019-03-25,Minimum Variance,1113149.44,1.148446,-0.000589
2019-03-26,Minimum Variance,1119092.46,1.154578,0.005339
2019-03-27,Minimum Variance,1112879.32,1.148168,-0.005552
2019-03-28,Minimum Variance,1115978.49,1.151365,0.002785
2019-03-29,Minimum Variance,1123307.66,1.158927,0.006567
2019-04-01,Minimum Variance,1134956.11,1.170945,0.01037
2019-04-02,Minimum Variance,1135394.86,1.171397,0.000387
2019-04-03,Minimum Variance,1134161.14,1.170124,-0.001087
2019-04-04,Minimum Variance,1134605.55,1.170583,0.000392
2019-04-05,Minimum Variance,1139512.02,1.175645,0.004324
2019-04-08,Minimum Variance,1142520.22,1.178748,0.00264
2019-04-09,Minimum Variance,1136030.56,1.172053,-0.00568
2019-04-10,Minimum Variance,1138220.76,1.174313,0.001928
2019-04-11,Minimum Variance,1139821.92,1.175965,0.001407
2019-04-12,Minimum Variance,1147534.09,1.183921,0.006766
2019-04-15,Minimum Variance,1147688.12,1.18408,0.000134
2019-04-16,Minimum Variance,1150331.22,1.186807,0.002303
2019-04-17,Minimum Variance,1154396.05,1.191001,0.003534
2019-04-18,Minimum Variance,1153982.5,1.190574,-0.000358
2019-04-22,Minimum Variance,1159132.25,1.195887,0.004463
2019-04-23,Minimum Variance,1166662.0,1.203656,0.006496
2019-04-24,Minimum Variance,1159360.26,1.196122,-0.006259
2019-04-25,Minimum Variance,1162704.94,1.199573,0.002885
2019-04-26,Minimum Variance,1172732.6,1.209919,0.008624
2019-04-29,Minimum Variance,1173893.66,1.211117,0.00099
2019-04-30,Minimum Variance,1167162.87,1.204173,-0.005734
2019-05-01,Minimum Variance,1159321.47,1.196082,-0.005692
2019-05-02,Minimum Variance,1154615.98,1.191228,-0.004059
2019-05-03,Minimum Variance,1158412.43,1.195145,0.003288
2019-05-06,Minimum Variance,1152218.96,1.188755,-0.005347
2019-05-07,Minimum Variance,1140095.37,1.176247,-0.010522
2019-05-08,Minimum Variance,1136350.16,1.172383,-0.003285
2019-05-09,Minimum Variance,1134688.65,1.170669,-0.001462
2019-05-10,Minimum Variance,1145106.71,1.181417,0.009181
2019-05-13,Minimum Variance,1140320.86,1.176479,-0.004179
2019-05-14,Minimum Variance,1141373.82,1.177566,0.000923
2019-05-15,Minimum Variance,1143271.9,1.179524,0.001663
2019-05-16,Minimum Variance,1155496.82,1.192137,0.010693
2019-05-17,Minimum Variance,1156723.03,1.193402,0.001061
2019-05-20,Minimum Variance,1158343.25,1.195073,0.001401
2019-05-21,Minimum Variance,1157348.7,1.194047,-0.000859
2019-05-22,Minimum Variance,1162757.99,1.199628,0.004674
2019-05-23,Minimum Variance,1159444.12,1.196209,-0.00285
2019-05-24,Minimum Variance,1161786.1,1.198625,0.00202
2019-05-28,Minimum Variance,1146487.98,1.182842,-0.013168
2019-05-29,Minimum Variance,1131323.52,1.167197,-0.013227
2019-05-30,Minimum Variance,1131975.97,1.16787,0.000577
2019-05-31,Minimum Variance,1124307.15,1.159958,-0.006775
2019-06-03,Minimum Variance,1131817.01,1.167706,0.006883
2019-06-04,Minimum Variance,1145369.91,1.181689,0.011974
2019-06-05,Minimum Variance,1158934.6,1.195683,0.011843
2019-06-06,Minimum Variance,1167139.78,1.204149,0.00708
2019-06-07,Minimum Variance,1165999.38,1.202972,-0.000977
2019-06-10,Minimum Variance,1162733.19,1.199602,-0.002801
2019-06-11,Minimum Variance,1159751.83,1.196526,-0.002564
2019-06-12,Minimum Variance,1166441.56,1.203428,0.005768
2019-06-13,Minimum Variance,1164995.19,1.201936,-0.00124
2019-06-14,Minimum Variance,1169472.58,1.206555,0.003843
2019-06-17,Minimum Variance,1168948.53,1.206015,-0.000448
2019-06-18,Minimum Variance,1172105.44,1.209272,0.002701
2019-06-19,Minimum Variance,1173144.31,1.210344,0.000886
2019-06-20,Minimum Variance,1179244.39,1.216637,0.0052
2019-06-21,Minimum Variance,1180713.46,1.218153,0.001246
2019-06-24,Minimum Variance,1181477.34,1.218941,0.000647
2019-06-25,Minimum Variance,1174408.91,1.211648,-0.005983
2019-06-26,Minimum Variance,1161189.56,1.19801,-0.011256
2019-06-27,Minimum Variance,1163340.12,1.200229,0.001852
2019-06-28,Minimum Variance,1169787.0,1.20688,0.005542
2019-07-01,Minimum Variance,1174761.93,1.212013,0.004359
2019-07-02,Minimum Variance,1184331.83,1.221886,0.008146
2019-07-03,Minimum Variance,1192337.41,1.230145,0.00676
2019-07-05,Minimum Variance,1188072.49,1.225745,-0.003577
2019-07-08,Minimum Variance,1189463.01,1.22718,0.00117
2019-07-09,Minimum Variance,1189139.44,1.226846,-0.000272
2019-07-10,Minimum Variance,1194764.09,1.232649,0.00473
2019-07-11,Minimum Variance,1194062.04,1.231925,-0.000588
2019-07-12,Minimum Variance,1186621.03,1.224248,-0.006232
2019-07-15,Minimum Variance,1184125.42,1.221673,-0.002103
2019-07-16,Minimum Variance,1181161.14,1.218615,-0.002503
2019-07-17,Minimum Variance,1179024.33,1.21641,-0.001809
2019-07-18,Minimum Variance,1186193.01,1.223806,0.00608
2019-07-19,Minimum Variance,1174552.63,1.211797,-0.009813
2019-07-22,Minimum Variance,1174181.01,1.211413,-0.000316
2019-07-23,Minimum Variance,1174831.43,1.212084,0.000554
2019-07-24,Minimum Variance,1181836.29,1.219311,0.005962
2019-07-25,Minimum Variance,1174841.82,1.212095,-0.005918
2019-07-26,Minimum Variance,1181384.84,1.218845,0.005569
2019-07-29,Minimum Variance,1189879.94,1.22761,0.007191
2019-07-30,Minimum Variance,1188263.93,1.225943,-0.001358
2019-07-31,Minimum Variance,1178555.09,1.215926,-0.008171
2019-08-01,Minimum Variance,1173514.32,1.210725,-0.00416
2019-08-02,Minimum Variance,1176575.08,1.213883,0.002608
2019-08-05,Minimum Variance,1150665.98,1.187153,-0.022021
2019-08-06,Minimum Variance,1165357.6,1.20231,0.012768
2019-08-07,Minimum Variance,1161999.55,1.198845,-0.002882
2019-08-08,Minimum Variance,1180843.41,1.218287,0.016217
2019-08-09,Minimum Variance,1178911.39,1.216294,-0.001636
2019-08-12,Minimum Variance,1170011.35,1.207111,-0.007549
2019-08-13,Minimum Variance,1180667.17,1.218105,0.009107
2019-08-14,Minimum Variance,1154111.26,1.190707,-0.022492
2019-08-15,Minimum Variance,1160697.13,1.197502,0.005706
2019-08-16,Minimum Variance,1172704.73,1.20989,0.010345
2019-08-19,Minimum Variance,1184046.88,1.221592,0.009672
2019-08-20,Minimum Variance,1175635.34,1.212914,-0.007104
2019-08-21,Minimum Variance,1183413.31,1.220938,0.006616
2019-08-22,Minimum Variance,1186984.35,1.224623,0.003018
2019-08-23,Minimum Variance,1169192.39,1.206266,-0.014989
2019-08-26,Minimum Variance,1180863.56,1.218308,0.009982
2019-08-27,Minimum Variance,1178689.2,1.216064,-0.001841
2019-08-28,Minimum Variance,1180306.11,1.217733,0.001372
2019-08-29,Minimum Variance,1188849.09,1.226546,0.007238
2019-08-30,Minimum Variance,1186454.08,1.224075,-0.002015
2019-09-03,Minimum Variance,1199716.51,1.237758,0.011617
2019-09-04,Minimum Variance,1201484.54,1.239583,0.001474
2019-09-05,Minimum Variance,1197449.93,1.23542,-0.003358
2019-09-06,Minimum Variance,1199334.88,1.237365,0.001574
2019-09-09,Minimum Variance,1202203.08,1.240324,0.002391
2019-09-10,Minimum Variance,1203625.17,1.241791,0.001183
2019-09-11,Minimum Variance,1213284.34,1.251756,0.008025
2019-09-12,Minimum Variance,1216455.91,1.255029,0.002614
2019-09-13,Minimum Variance,1216461.63,1.255035,5e-06
2019-09-16,Minimum Variance,1210762.93,1.249155,-0.004685
2019-09-17,Minimum Variance,1220100.78,1.258789,0.007712
2019-09-18,Minimum Variance,1227454.11,1.266376,0.006027
2019-09-19,Minimum Variance,1228053.62,1.266994,0.000488
2019-09-20,Minimum Variance,1230956.55,1.269989,0.002364
2019-09-23,Minimum Variance,1230154.43,1.269161,-0.000652
2019-09-24,Minimum Variance,1233178.08,1.272281,0.002458
2019-09-25,Minimum Variance,1236023.62,1.275217,0.002307
2019-09-26,Minimum Variance,1237256.55,1.276489,0.000997
2019-09-27,Minimum Variance,1238290.19,1.277555,0.000835
2019-09-30,Minimum Variance,1242191.73,1.28158,0.003151
2019-10-01,Minimum Variance,1232904.43,1.271999,-0.007422
2019-10-02,Minimum Variance,1216756.44,1.255339,-0.013098
2019-10-03,Minimum Variance,1221102.83,1.259823,0.003572
2019-10-04,Minimum Variance,1241231.45,1.28059,0.016484
2019-10-07,Minimum Variance,1234704.01,1.273855,-0.005259
2019-10-08,Minimum Variance,1217343.32,1.255944,-0.014061
2019-10-09,Minimum Variance,1226766.53,1.265666,0.007741
2019-10-10,Minimum Variance,1227625.9,1.266553,0.000701
2019-10-11,Minimum Variance,1229974.45,1.268976,0.001913
2019-10-14,Minimum Variance,1227710.14,1.26664,-0.001841
2019-10-15,Minimum Variance,1232655.42,1.271742,0.004028
2019-10-16,Minimum Variance,1238000.06,1.277256,0.004336
2019-10-17,Minimum Variance,1242430.29,1.281827,0.003579
2019-10-18,Minimum Variance,1235452.11,1.274627,-0.005617
2019-10-21,Minimum Variance,1245834.99,1.285339,0.008404
2019-10-22,Minimum Variance,1259912.91,1.299864,0.0113
2019-10-23,Minimum Variance,1262104.67,1.302125,0.00174
2019-10-24,Minimum Variance,1262093.16,1.302113,-9e-06
2019-10-25,Minimum Variance,1264057.51,1.30414,0.001556
2019-10-28,Minimum Variance,1257948.04,1.297836,-0.004833
2019-10-29,Minimum Variance,1255724.9,1.295543,-0.001767
2019-10-30,Minimum Variance,1265947.45,1.306089,0.008141
2019-10-31,Minimum Variance,1269678.31,1.309939,0.002947
2019-11-01,Minimum Variance,1271373.0,1.311687,0.001443
2019-11-04,Minimum Variance,1259986.52,1.29994,-0.008956
2019-11-05,Minimum Variance,1258593.96,1.298503,-0.001105
2019-11-06,Minimum Variance,1260498.79,1.300468,0.001513
2019-11-07,Minimum Variance,1253832.33,1.29359,-0.005289
2019-11-08,Minimum Variance,1251010.41,1.290679,-0.002251
2019-11-11,Minimum Variance,1247981.79,1.287554,-0.002421
2019-11-12,Minimum Variance,1247206.44,1.286754,-0.000621
2019-11-13,Minimum Variance,1256320.39,1.296157,0.007307
2019-11-14,Minimum Variance,1259528.92,1.299467,0.002554
2019-11-15,Minimum Variance,1271685.91,1.31201,0.009652
2019-11-18,Minimum Variance,1274240.48,1.314645,0.002009
2019-11-19,Minimum Variance,1274001.78,1.314399,-0.000187
2019-11-20,Minimum Variance,1279745.8,1.320325,0.004509
2019-11-21,Minimum Variance,1281638.84,1.322278,0.001479
2019-11-22,Minimum Variance,1281765.89,1.32241,9.9e-05
2019-11-25,Minimum Variance,1281432.49,1.322066,-0.00026
2019-11-26,Minimum Variance,1287640.31,1.32847,0.004844
2019-11-27,Minimum Variance,1288522.89,1.329381,0.000685
2019-11-29,Minimum Variance,1288607.22,1.329468,6.5e-05
2019-12-02,Minimum Variance,1282811.56,1.323488,-0.004407
2019-12-03,Minimum Variance,1280140.84,1.320733,-0.002082
2019-12-04,Minimum Variance,1293286.26,1.334295,0.010269
2019-12-05,Minimum Variance,1296128.35,1.337227,0.002198
2019-12-06,Minimum Variance,1303816.09,1.345159,0.005931
2019-12-09,Minimum Variance,1302621.42,1.343926,-0.000916
2019-12-10,Minimum Variance,1301126.72,1.342384,-0.001147
2019-12-11,Minimum Variance,1306280.55,1.347702,0.003961
2019-12-12,Minimum Variance,1312986.92,1.354621,0.005134
2019-12-13,Minimum Variance,1316368.39,1.358109,0.002575
2019-12-16,Minimum Variance,1326692.93,1.368761,0.007843
2019-12-17,Minimum Variance,1331004.43,1.373209,0.00325
2019-12-18,Minimum Variance,1330907.72,1.37311,-7.3e-05
2019-12-19,Minimum Variance,1333720.07,1.376011,0.002113
2019-12-20,Minimum Variance,1342062.32,1.384618,0.006255
2019-12-23,Minimum Variance,1332801.86,1.375064,-0.0069
2019-12-24,Minimum Variance,1336161.56,1.37853,0.002521
2019-12-26,Minimum Variance,1342167.04,1.384726,0.004495
2019-12-27,Minimum Variance,1343156.26,1.385747,0.000737
2019-12-30,Minimum Variance,1337314.05,1.379719,-0.00435
2019-12-31,Minimum Variance,1342394.2,1.38496,0.003799
2020-01-02,Minimum Variance,1339958.22,1.382447,-0.001776
2020-01-03,Minimum Variance,1335939.35,1.378301,-0.002999
2020-01-06,Minimum Variance,1340446.91,1.382951,0.003374
2020-01-07,Minimum Variance,1336131.22,1.378499,-0.00322
2020-01-08,Minimum Variance,1335570.89,1.377921,-0.000419
2020-01-09,Minimum Variance,1346023.11,1.388704,0.007826
2020-01-10,Minimum Variance,1342731.33,1.385308,-0.002446
2020-01-13,Minimum Variance,1355009.36,1.397975,0.009144
2020-01-14,Minimum Variance,1358623.42,1.401704,0.002667
2020-01-15,Minimum Variance,1367354.32,1.410712,0.006426
2020-01-16,Minimum Variance,1371884.1,1.415385,0.003313
2020-01-17,Minimum Variance,1376036.91,1.41967,0.003027
2020-01-21,Minimum Variance,1378981.06,1.422707,0.00214
2020-01-22,Minimum Variance,1384445.9,1.428345,0.003963
2020-01-23,Minimum Variance,1383520.03,1.42739,-0.000669
2020-01-24,Minimum Variance,1383244.68,1.427106,-0.000199
2020-01-27,Minimum Variance,1380961.0,1.42475,-0.001651
2020-01-28,Minimum Variance,1384551.53,1.428454,0.0026
2020-01-29,Minimum Variance,1384482.92,1.428384,-5e-05
2020-01-30,Minimum Variance,1401284.78,1.445718,0.012136
2020-01-31,Minimum Variance,1380476.8,1.42425,-0.014849
2020-02-03,Minimum Variance,1377289.66,1.420962,-0.002234
2020-02-04,Minimum Variance,1378174.55,1.421875,0.000642
